compound_name,retention_time,smiles,split_index
"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",2.087,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,1
"[(2R,3R,4R,5R)-2-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] 2,4-dimethoxy-6-methylbenzoate",2.687,CC1=CC(=CC(=C1C(=O)O[C@@H]2[C@@H]([C@H](O[C@H]2N3C=CC(=O)NC3=O)CO)O)OC)OC,1
"Dihydrogedunic Acid, Methyl Ester",5.768,CC(=O)O[C@@H]1CC2[C@](CCC(=O)C2(C)C)(C3[C@@]1(C45C(O4)C(=O)O[C@H]([C@@]5(CC3)C)C(=O)OC)C)C,1
"(1R,21S,23R)-6,7,8,11,12,13,22,23-octahydroxy-3,16-dioxo-2,17,20-trioxatetracyclo[17.3.1.0?,?.0ï¿½?,ï¿½?]tricosa-4(9),5,7,10(15),11,13-hexaen-21-yl 3,4,5-trihydroxybenzoate",1.222,C1C2[C@H]([C@H](C([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O,1
"(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol",1.33,C1[C@@]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC=CC=C3)O)O)O)O)(CO)O,1
allocryptopine,6.479,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C(=C(C=C4)OC)OC)OCO3,1
"[(2R,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-2-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]methoxy]oxan-3-yl] (E)-3-phenylprop-2-enoate",5.146,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)/C=C/C3=CC=CC=C3)O)O)O)OC(=O)/C=C/C4=CC=CC=C4)O)O,1
"6,10a-dihydroxy-4-(hydroxymethyl)-4,7,11b-trimethyl-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-9-one",3.08,CC1C2C(CC3C(CCCC3(C2CC4(C1=CC(=O)O4)O)C)(C)CO)O,1
4'-Methoxyflavanone,5.625,COC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2,1
"bis[[3-hydroxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl] 3,10-dihydroxy-4,9-dioxo-1,2,7,8-tetrahydrotricyclo[6.2.2.02,7]dodeca-3,9-diene-3,10-dicarboxylate",3.398,C1=CC(=C(C(=C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)COC(=O)C3(C4C=CC(C3=O)C5C4C=CC(=O)C5(C(=O)OCC6=C(C(=CC=C6)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O,1
"(2S)-2-[(2R,3S,7R,8R,8aS)-2,3,4'-trihydroxy-4,4,7,8a-tetramethyl-6'-oxospiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-3,8-dihydrofuro[2,3-e]isoindole]-7'-yl]-3-methylbutanoic acid",5.473,C[C@@H]1CCC2[C@@]([C@@]13CC4=C(C=C5C(=C4O3)CN(C5=O)[C@@H](C(C)C)C(=O)O)O)(C[C@H]([C@H](C2(C)C)O)O)C,1
"3,4,5-trimethoxycinnamic aldehyde",3.582,COC1=CC(=CC(=C1OC)OC)/C=C/C=O,1
"[(2R,3S,4S,5R,6R)-3,4-dihydroxy-6-[(2S,3S,4S,5R)-3-hydroxy-2,5-bis(hydroxymethyl)-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyoxolan-2-yl]oxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",4.101,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)OC(=O)/C=C/C4=CC=C(C=C4)O)O)CO)OC(=O)/C=C/C5=CC=C(C=C5)O)O)O)O,1
"7-hydroxy-1,4a-dimethyl-9-oxo-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carboxylic acid",4.72,CC(C)C1(CCC2C(=C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C)O,1
"1-[2-[3-[(2R,3R,4S,5S,6R)-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxyprop-1-en-2-yl]-2,3-dihydro-1-benzofuran-5-yl]ethanone",2.164,CC(=O)C1=CC2=C(C=C1)OC(C2)C(=C)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O,1
Mannitol,0.268,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,1
"(2S,3S,4S,5R,6R)-6-{[(1R,2R,4S,5R,10S,13R,17S,21R,22R,23R)-2,23-dihydroxy-4,5,9,9,13,20,20-heptamethyl-21,22-bis({[(2Z)-2-methylbut-2-enoyl]oxy})-24-oxahexacyclo[15.5.2.0ï¿½,ï¿½?.0?,ï¿½?.0?,ï¿½?.0?,ï¿½ï¿½]tetracosan-10-yl]oxy}-4-{[(2S,3R,4S,5R,6R)-3-{[(2S,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-{[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy}oxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-hydroxy-5-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxane-2-carboxylic acid",5.514,C/C=C(/C)\C(=O)O[C@H]1[C@@H](C(CC2[C@@]13[C@@H](C[C@@]4([C@@]2(CCC5[C@]4(CCC6[C@@]5(CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)O[C@H]3O)C)O)(C)C)OC(=O)/C(=C\C)/C,1
"7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-4a,5,7-triol",0.39,CC1(CC(C2(C1C(OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,1
populin,3.703,C1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=CC=C3CO)O)O)O,1
Evoxine,3.435,CC(C)(C(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O)O,1
"(2R)-2-[(E)-3-[3-[(1R)-1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyl]oxy-3-(3,4-dihydroxyphenyl)propanoic acid",3.127,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)O[C@H](CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,1
"[(2R)-1-[(2S)-6-oxo-2,3-dihydropyran-2-yl]propan-2-yl] 3-(3,4-dihydroxyphenyl)propanoate",3.293,C[C@H](C[C@@H]1CC=CC(=O)O1)OC(=O)CCC2=CC(=C(C=C2)O)O,2
Agmatine,0.723,C(CCN=C(N)N)CN,1
"methyl 2-[[3-[(3,3-dimethyloxiran-2-yl)methyl]-4-hydroxyphenyl]methyl]-4-hydroxy-3-(4-hydroxyphenyl)-5-oxofuran-2-carboxylate",4.757,CC1(C(O1)CC2=C(C=CC(=C2)CC3(C(=C(C(=O)O3)O)C4=CC=C(C=C4)O)C(=O)OC)O)C,1
Fissinolide,5.796,CC(=O)O[C@H]1[C@@H]2CC3=C4CC(=O)O[C@H]([C@@]4(CCC3[C@@](C2=O)([C@H](C1(C)C)CC(=O)OC)C)C)C5=COC=C5,1
"1R,2S-Phenylpropylamine",1.493,C[C@H]([C@H](C1=CC=CC=C1)O)N,1
isotaxiresinol,1.525,COC1=C(C=C2[C@@H]([C@H]([C@@H](CC2=C1)CO)CO)C3=CC(=C(C=C3)O)O)O,1
Abruquinone B,5.2,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,1
"methyl (4S,5Z,6S)-5-(2-acetyloxyethylidene)-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",3.409,CC(=O)OC/C=C\1/[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC=C(C=C3)O,1
"6-(furan-3-yl)-6,8,12,16,21-pentahydroxy-7,15-dimethyl-9-oxo-3,17,19-trioxaheptacyclo[9.9.3.0¹,¹?.0²,?.0²,?.0¹¹,¹?.0¹?,²³]tricosan-14-yl 2-methylbutanoate",3.5755,CCC(C)C(=O)OC1CC(C23C4C1(C(OC2OCC5(C3C(=O)C(C6(C57C(O7)CC6(C8=COC=C8)O)C)O)C(C4)O)O)C)O,2
Quercetin 3-O-malonylglucoside,2.353,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O,1
"13,15-dihydroxy-9-methoxy-5-methyl-4-oxabicyclo[10.4.0]hexadeca-1(12),13,15-triene-3,11-dione",3.512,CC1CCCC(CC(=O)C2=C(CC(=O)O1)C=C(C=C2O)O)OC,1
"7-ethenyl-1,4a,7-trimethyl-3,4,6,8,8a,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid",2.443,CC(/C=C/C1C(CC(=O)O1)NC2=CC=C(C=C2)C=O)O,1
"1-[4,5-bis(hydroxymethyl)-3-methoxy-2-methylphenoxy]-3-methylbutane-2,3-diol",1.544,CC1=C(C=C(C(=C1OC)CO)CO)OCC(C(C)(C)O)O,1
cordycepin,0.443,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,1
"2-[[4-[4,6-dihydroxy-3-(3-methylbut-2-enyl)-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-hydroxy-2-(4-hydroxyphenyl)-5-methoxy-3,4-dihydro-2H-chromen-7-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",3.69,CC(=CCC1=C(C(=C(C=C1O)O)C2C(C(OC3=C2C(=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)C5=CC=C(C=C5)O)O)OC6C(C(C(C(O6)CO)O)O)O)C,1
Norharman,3.17,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,2
Esculetin,1.1,C1=CC(=O)OC2=CC(=C(C=C21)O)O,2
tetrahydropalmatine,6.368,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,1
"methyl 2-(4,5-dihydroxy-6-methoxy-3,6-dimethyl-2-oxocyclohex-3-en-1-yl)oxy-4-hydroxy-3,6-dimethylbenzoate",2.999,CC1=CC(=C(C(=C1C(=O)OC)OC2C(=O)C(=C(C(C2(C)OC)O)O)C)C)O,1
"[(E,6R)-6-hydroxy-6-[(8S,9R,10R,13R,14S,17R)-16-hydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthren-17-yl]-2-methyl-5-oxohept-3-en-2-yl] acetate",4.546,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1C(C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,1
"6-methoxy-7-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-2-one",1.011,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C=C4C=CC(=O)OC4=C3)OC)O)O)O)O)O)O,1
Cholestan-3-One,6.8,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,1
judaicin (eudesmane naphthofuran),5.253,C[C@H]1[C@@H]2CC[C@@]3([C@@H]([C@H]2OC1=O)[C@](C=CC3=O)(C)O)C,1
COTININE,0.508,CN1[C@@H](CCC1=O)C2=CN=CC=C2,1
atrazine ,3.763,CCNC1=NC(=NC(=N1)Cl)NC(C)C,1
"4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0ï¿½,ï¿½.0ï¿½,?.0ï¿½ï¿½,ï¿½?]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one",4.647,CC1C(C(CC(O1)O[C@H]2CC[C@]3([C@@H](C2)CCC45C3CC[C@]6(C4(O5)CC=C6C7=CC(=O)OC7)C)C)OC)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O,1
"(1S,3S)-1-[[(2S,3R,4S)-3-ethenyl-5-methoxycarbonyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-4-yl]methyl]-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid",3.139,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1C[C@H]2C3=C(C[C@H](N2)C(=O)O)C4=CC=CC=C4N3)C=C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,2
dehydrocostus lactone,4.6,C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,1
"3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0.826,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)CO)O)O)O)O)O,1
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid",1.988,CC[C@@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)O)O,2
5-Demethylnobiletin,5.653,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC,1
Umbelliferone,1.661,C1=CC(=CC2=C1C=CC(=O)O2)O,1
albiflorin,1.177,C[C@]12C[C@H]([C@@H]3C[C@]1([C@@]3(C(=O)O2)COC(=O)C4=CC=CC=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,1
"4-[5-(4-hydroxy-3-methoxyphenyl)-3,4-dimethyloxolan-2-yl]-2-methoxyphenol",5.358,CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)O)OC)C,1
"9-[[3-methyl-3-[(4-methyl-5-oxo-2H-furan-2-yl)methyl]oxiran-2-yl]methoxy]furo[3,2-g]chromen-7-one",5.168,CC1=CC(OC1=O)CC2(C(O2)COC3=C4C(=CC5=C3OC=C5)C=CC(=O)O4)C,1
Quercetin,3.741,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1
Corydaline,6.586,C[C@@H]1[C@@H]2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)OC)OC,1
"(2S,3R,4S,5S,6R)-2-[4-(3-hydroxybutyl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",1.297,CC(CCC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,1
4-(2-Nitroethyl)phenyl 6-O-?-D-xylopyranosyl-?-D-glucopyranoside,1.128,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=C(C=C3)CC[N+](=O)[O-])O)O)O)O)O)O,1
"[(2S,3R,4S,5S,6R)-2-[3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2.607,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)OC(=O)/C=C/C6=CC=C(C=C6)O)C7=CC=C(C=C7)O)CO)O)O)O)O)O,1
Deoxygedunin,5.79,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1(C4=CC(=O)O[C@H]([C@@]4(CC3)C)C5=COC=C5)C)C,2
oxytetracycline,3.183,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,2
"6-hydroxy-9,12,13-trimethyl-14-(2-methylpropyl)-2H,5H,6H,7H,8H,13H,13aH,14H,15H,16H,16bH-oxacyclododeca[3,2-e]isoindole-2,16-dione",5.699,CC1C2C(NC(=O)C23C(/C=C(/CCC(C/C=C/C(=O)O3)O)\C)C=C1C)CC(C)C,1
ACETYL ISOGAMBOGIC ACID,6.235,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2OC(=O)C)C(=O)C4=C[C@@H]5CC6[C@@]4(O3)C(C5=O)(OC6(C)C)C/C=C(\C)/C(=O)O)CC=C(C)C)C)C,1
"[(2S,3R,4S,5S)-3-[(2S,3R,4R,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl] (4aR,5R,6aS,6bR,10S,12aR,14bS)-5-hydroxy-10-[(2R,3R,4S,5S,6R)-4-hydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",4.152,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(C[C@H]([C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O[C@H]9[C@@H]([C@H]([C@H]([C@@H](O9)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)C)C)C)CO)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O,1
"5,7-dihydroxy-6-methoxy-2-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one",2.826,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,2
Monocrotaline,1.418,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O,1
"(10-acetyloxy-8,8-dimethyl-2-oxo-9,10-dihydropyrano[2,3-f]chromen-9-yl) (Z)-2-methylbut-2-enoate",5.815,C/C=C(/C)\C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C,1
"2-[6-[2-[(2E,6E,10E)-12-[4-[3,4-dihydroxy-6-methyl-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,7,11-trimethyldodeca-2,6,10-trienoxy]-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4,5-dihydroxy-2-methyloxan-3-yl]oxy-6-methyloxane-3,4,5-triol",3.414,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(C(OC(C3O)OC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/COC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)C)OC6C(C(C(C(O6)C)O)O)O)O)O)O)CO)O)C)O)O)O,1
"2-[[6-[1-[3-[5-(3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]ethoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",4.196,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3CCC4(C5CCC6(C(CCC6(C5CC=C4C3)O)C(C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)C)C)O)OC)O,1
N-acetyltryptophan,1.975,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,1
"(2R,7S,13R,14R,16S,19R,20S)-19-(furan-3-yl)-11-hydroxy-9,9,13,20-tetramethyl-4,8,15,18-tetraoxahexacyclo[11.9.0.0ï¿½,?.0ï¿½,ï¿½?.0ï¿½?,ï¿½?.0ï¿½?,ï¿½?]docos-10-ene-5,12,17-trione",5.417,C[C@@]12CCC3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C(=C6[C@@]37COC(=O)C[C@@H]7OC6(C)C)O)C,1
"8-hydroxy-2,7,7,11,15-pentamethyl-5,12,16-trioxapentacyclo[9.8.0.0²,?.0?,?.0¹³,¹?]nonadec-13(18)-ene-3,17-dione",4.182,CC1CC2=C(CC3C(O2)(CCC4(C3(C(=O)C5C(C4(C)C)O5)C)O)C)C(=O)O1,1
"16-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}oxan-2-yl]oxy}-5',7,9,13-tetramethyl-5-oxaspiro[pentacyclo[10.8.0.0ï¿½,?.0?,?.0ï¿½ï¿½,ï¿½?]icosane-6,2'-piperidine]-3-one",4.127,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3CCC4(C(C3)CCC5C4CCC6(C5C(=O)C7C6C(C8(O7)CCC(CN8)C)C)C)C)CO)O)O)O)O)O,1
Cellobiose (D[+]),0.264,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,1
skimmianine,4.345,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,1
"ethyl 2-(2-acetyl-3,5-dihydroxyphenyl)acetate",2.427,CCOC(=O)CC1=C(C(=CC(=C1)O)O)C(=O)C,1
"(2S,3S)-6'-methyl-3-phenylspiro[oxirane-2,7'-quinazolino[3,2-a][1,4]benzodiazepine]-5',13'-dione",5.317,CN1C(=O)C2=CC=CC=C2N3C(=O)C4=CC=CC=C4N=C3[C@]15[C@@H](O5)C6=CC=CC=C6,1
eudesmin,5.232,COC1=C(C=C(C=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)OC)OC)OC,1
"(1R,4Z,9S)-4-(hydroxymethyl)-11,11-dimethyl-8-methylidenebicyclo[7.2.0]undec-4-en-3-one",5.015,CC1(C[C@H]2[C@H]1CC(=O)/C(=C\CCC2=C)/CO)C,1
jaceidin,4.814,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC)O,1
"(3R,4S)-4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one",1.704,C[C@@H]1[C@H](C2=CC(=C(C(=C2C(=O)O1)O)OC)O)O,1
DEHYDROCHOLIC ACID,4.588,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C,1
